year,registry_code,accountholder_id_trans_data,installation_id_trans_data,net_ac_tot_inst,net_ac_ext_inst,annual_change_bank_inst,bank_inst,installationidentifier
2012,PL,15251,PL_367,79267,0,0,0,367
2013,PL,15251,PL_367,0,0,160199,160199,367
2014,PL,15251,PL_367,-66967,-191704,-38681,121518,367
2015,PL,15251,PL_367,-145655,-240801,-121518,0,367
2016,PL,15251,PL_367,-17892,-117023,0,0,367
2017,PL,15251,PL_367,-14021,-114741,0,0,367
2009,PL,15251,PL_370,0,0,607615,1837179,370
2010,PL,15251,PL_370,0,0,319264,2156443,370
2011,PL,15251,PL_370,-2584507,-2584507,-2156443,0,370
2012,PL,15251,PL_370,1049569,0,0,0,370
2013,PL,15251,PL_370,85809,0,1165159,1165159,370
2014,PL,15251,PL_370,-191232,-1165159,-165715,999444,370
2015,PL,15251,PL_370,-1057923,-1980499,-999444,0,370
2016,PL,15251,PL_370,-90771,-962467,0,0,370
2017,PL,15251,PL_370,-27427,-943699,0,0,370
2009,PL,15251,PL_374,0,0,277726,943441,374
2010,PL,15251,PL_374,0,0,392602,1336043,374
2011,PL,15251,PL_374,-1662457,-1662457,-1336043,0,374
2012,PL,15251,PL_374,55893,0,0,0,374
2013,PL,15251,PL_374,0,0,72704,72704,374
2014,PL,15251,PL_374,-72704,-344972,-72704,0,374
2009,PL,15251,PL_375,0,0,-19814,476474,375
2010,PL,15251,PL_375,0,0,-428012,48462,375
2011,PL,15251,PL_375,433101,-48461,-48462,0,375
2012,PL,15251,PL_375,1463066,0,1,1,375
2013,PL,15251,PL_375,40617,0,212768,212769,375
2014,PL,15251,PL_375,871476,-794435,908867,1121636,375
2015,PL,15251,PL_375,-540568,-2222745,-1121636,0,375
2016,PL,15251,PL_375,444943,-1080417,0,0,375
2017,PL,15251,PL_375,507127,-1059577,0,0,375
2009,PL,15251,PL_456,0,0,35756,431776,456
2010,PL,15251,PL_456,0,0,8286,440062,456
2011,PL,15251,PL_456,-519258,-519258,-440062,0,456
2012,PL,15251,PL_456,301812,0,1,1,456
2013,PL,15251,PL_456,296920,0,8,9,456
2014,PL,15251,PL_456,288540,-18147,4916,4925,456
2015,PL,15251,PL_456,285414,-9237,-4925,0,456
2016,PL,15251,PL_456,278305,-3716,0,0,456
2017,PL,15251,PL_456,207838,-3141,0,0,456
2009,PL,15251,PL_457,0,0,503174,2637257,457
2010,PL,15251,PL_457,0,0,830157,3467414,457
2011,PL,15251,PL_457,-4172241,-4172241,-3467414,0,457
2009,PL,15251,PL_458,0,0,19359,101048,458
2010,PL,15251,PL_458,0,0,14113,115161,458
2011,PL,15251,PL_458,-135221,-135221,-115161,0,458
2012,PL,15251,PL_458,44977,0,1,1,458
2013,PL,15251,PL_458,0,0,7064,7065,458
2014,PL,15251,PL_458,31620,-10406,13657,20722,458
2015,PL,15251,PL_458,3684,-38153,-20722,0,458
2016,PL,15251,PL_458,5416,-33693,0,0,458
2017,PL,15251,PL_458,23170,-11841,2662,2662,458
2009,PL,15251,PL_885,0,0,450618,1462341,885
2010,PL,15251,PL_885,0,0,925462,2387803,885
2011,PL,15251,PL_885,-3037004,-2555442,-2387803,0,885
2012,PL,15251,PL_885,835042,0,1,1,885
2013,PL,15251,PL_885,0,0,3289088,3289089,885
2014,PL,15251,PL_885,-2373907,-3354035,-1268829,2020260,885
2015,PL,15251,PL_885,-3103164,-5362678,-2020260,0,885
2016,PL,15251,PL_885,-1306450,-2898532,0,0,885
2017,PL,15251,PL_885,-886023,-1907578,0,0,885
2009,PL,15251,PL_886,-211834,-211834,1401718,4998558,886
2010,PL,15251,PL_886,-1917189,-1917189,-1434295,3564263,886
2011,PL,15251,PL_886,-3739528,-3745497,-3228754,335509,886
2012,PL,15251,PL_886,2778093,7199988,167440,502949,886
2013,PL,15251,PL_886,-1567121,-963661,4804439,5307388,886
2014,PL,15251,PL_886,-2701907,2584308,-1064425,4242963,886
2015,PL,15251,PL_886,-5676918,539083,-4167408,75555,886
2016,PL,15251,PL_886,-1298244,4018183,-75555,0,886
2017,PL,15251,PL_886,-1167174,3654210,36773,36773,886
2009,PL,15251,PL_887,0,0,62051,244108,887
2010,PL,15251,PL_887,0,0,22955,267063,887
2011,PL,15251,PL_887,-285925,-285925,-267063,0,887
2012,PL,15251,PL_887,174162,0,1,1,887
2013,PL,15251,PL_887,0,0,53662,53663,887
2014,PL,15251,PL_887,136995,-231687,203867,257530,887
2015,PL,15251,PL_887,-152459,-505627,-257530,0,887
2016,PL,15251,PL_887,87405,-243444,0,0,887
2017,PL,15251,PL_887,117238,-238760,0,0,887
2009,PL,15251,PL_897,0,0,187047,691977,897
2010,PL,15251,PL_897,0,0,161246,853223,897
2011,PL,15251,PL_897,-1052537,-1052537,-853223,0,897
2012,PL,15251,PL_897,190537,0,0,0,897
2013,PL,15251,PL_897,0,0,70639,70639,897
2014,PL,15251,PL_897,144312,-135522,69806,140445,897
2015,PL,15251,PL_897,-125078,-416166,-140445,0,897
2016,PL,15251,PL_897,-2450,-270497,0,0,897
2017,PL,15251,PL_897,19372,-265222,0,0,897
2009,PL,15251,PL_898,0,0,500580,1600080,898
2010,PL,15251,PL_898,0,0,469014,2069094,898
2011,PL,15251,PL_898,-2533884,-2533884,-2069094,0,898
2012,PL,15251,PL_898,165959,0,0,0,898
2013,PL,15251,PL_898,180114,0,574674,574674,898
2014,PL,15251,PL_898,-387741,-574674,-296128,278546,898
2015,PL,15251,PL_898,-356832,-551967,-278546,0,898
2016,PL,15251,PL_898,-43808,-268240,0,0,898
2017,PL,15251,PL_898,-18240,-263009,0,0,898
2009,PL,15251,PL_899,0,0,28841,113942,899
2010,PL,15251,PL_899,0,0,25964,139906,899
2011,PL,15251,PL_899,-165467,-165467,-139906,0,899
2012,PL,15251,PL_899,35954,0,0,0,899
2013,PL,15251,PL_899,0,0,21685,21685,899
2014,PL,15251,PL_899,21340,-24685,8120,29805,899
2015,PL,15251,PL_899,-14393,-59062,-29805,0,899
2016,PL,15251,PL_899,16857,-28703,0,0,899
2017,PL,15251,PL_899,18597,-28143,0,0,899
2009,PL,15251,PL_900,0,0,14349,66887,900
2010,PL,15251,PL_900,0,0,6447,73334,900
2011,PL,15251,PL_900,-80055,-80055,-73334,0,900
2012,PL,15251,PL_900,34732,0,0,0,900
2013,PL,15251,PL_900,0,0,20868,20868,900
2014,PL,15251,PL_900,18189,-20868,8022,28890,900
2015,PL,15251,PL_900,-19254,-55294,-28890,0,900
2016,PL,15251,PL_900,12237,-25903,0,0,900
2017,PL,15251,PL_900,12644,-25398,0,0,900
2009,PL,15251,PL_903,0,0,24778,71974,903
2010,PL,15251,PL_903,0,0,26661,98635,903
2011,PL,15251,PL_903,-104604,-98635,-65681,32954,903
2009,PL,15253,PL_277,0,0,76187,444606,277
2010,PL,15253,PL_277,-105338,-105338,-24078,420528,277
2011,PL,15253,PL_277,52194,52194,106738,527266,277
2012,PL,15253,PL_277,0,0,-186410,340856,277
2013,PL,15253,PL_277,13050,13050,55106,395962,277
2014,PL,15253,PL_277,-21999,-21999,-71308,324654,277
2015,PL,15253,PL_277,0,0,-66132,258522,277
2016,PL,15253,PL_277,0,0,-29753,228769,277
2017,PL,15253,PL_277,0,0,-46455,182314,277
2009,PL,15255,PL_361,-75579,27310,182,818711,361
2010,PL,15255,PL_361,-56106,-56106,524456,1343167,361
2011,PL,15255,PL_361,0,0,-105785,1237382,361
2012,PL,15255,PL_361,352923,-501000,-1237382,0,361
2013,PL,15255,PL_361,-223362,0,1667390,1667390,361
2014,PL,15255,PL_361,51649,73000,126115,1793505,361
2015,PL,15255,PL_361,-259201,0,-316546,1476959,361
2016,PL,15255,PL_361,-254746,0,-346992,1129967,361
2017,PL,15255,PL_361,0,0,28389,1158356,361
2009,PL,15255,PL_454,-78111,-181000,-35232,319904,454
2010,PL,15255,PL_454,0,0,209001,528905,454
2011,PL,15255,PL_454,0,0,192857,721762,454
2012,PL,15255,PL_454,-232923,621000,-621881,99881,454
2013,PL,15255,PL_454,222979,-383,-65937,33944,454
2014,PL,15255,PL_454,275679,254328,-2566,31378,454
2015,PL,15255,PL_454,259201,0,-4105,27273,454
2016,PL,15255,PL_454,254746,0,-6521,20752,454
2017,PL,15255,PL_454,250000,250000,15753,36505,454
2009,PL,15257,PL_592,1897,1897,60,18132,592
2010,PL,15257,PL_592,1623,1623,3080,21212,592
2011,PL,15257,PL_592,1550,-245,-4840,16372,592
2012,PL,15257,PL_592,13668,0,-14704,1668,592
2013,PL,15257,PL_592,345,0,13633,15301,592
2014,PL,15257,PL_592,3372,0,995,16296,592
2015,PL,15257,PL_592,2191,0,-4678,11618,592
2016,PL,15257,PL_592,0,0,-6865,4753,592
2017,PL,15257,PL_592,4700,0,-4753,0,592
2009,PL,15257,PL_595,2960,2960,13315,42978,595
2010,PL,15257,PL_595,-10839,-10839,-2807,40171,595
2011,PL,15257,PL_595,4202,11164,1998,42169,595
2012,PL,15257,PL_595,-1104,16094,-30739,11430,595
2013,PL,15257,PL_595,-5933,-4824,33888,45318,595
2014,PL,15257,PL_595,3349,0,12301,57619,595
2015,PL,15257,PL_595,0,1295,115,57734,595
2016,PL,15257,PL_595,0,0,-4507,53227,595
2017,PL,15257,PL_595,-343,0,-6432,46795,595
2009,PL,15257,PL_600,-9038,-9038,0,9038,600
2010,PL,15257,PL_600,-9038,-9038,0,9038,600
2011,PL,15257,PL_600,-9038,-9038,0,9038,600
2012,PL,15257,PL_600,-9038,-9038,-9038,0,600
2009,PL,15257,PL_611,-268,-268,709,10313,611
2010,PL,15257,PL_611,-978,-978,4434,14747,611
2011,PL,15257,PL_611,-9456,-9990,-5237,9510,611
2012,PL,15257,PL_611,421,0,-3793,5717,611
2013,PL,15257,PL_611,-2289,-4528,7459,13176,611
2014,PL,15257,PL_611,-7134,-1313,-6628,6548,611
2015,PL,15257,PL_611,-2191,0,-2191,4357,611
2017,PL,15257,PL_611,-4357,0,-4357,0,611
2009,PL,15257,PL_617,-2512,-2512,280,10071,617
2010,PL,15257,PL_617,1803,1803,699,10770,617
2011,PL,15257,PL_617,1079,0,73,10843,617
2012,PL,15257,PL_617,-896,0,-8541,2302,617
2013,PL,15257,PL_617,3782,0,17039,19341,617
2014,PL,15257,PL_617,121,0,818,20159,617
2015,PL,15257,PL_617,0,0,1649,21808,617
2016,PL,15257,PL_617,0,0,2435,24243,617
2017,PL,15257,PL_617,0,0,2077,26320,617
2012,PL,15257,PL_621,686,686,-6179,10971,621
2013,PL,15257,PL_621,-5720,-463,12259,23230,621
2014,PL,15257,PL_621,3282,0,5021,28251,621
2015,PL,15257,PL_621,0,0,677,28928,621
2016,PL,15257,PL_621,0,0,-2494,26434,621
2017,PL,15257,PL_621,0,0,-6911,19523,621
2012,PL,15257,PL_623,6814,6814,-16053,281,623
2013,PL,15257,PL_623,0,0,20063,20344,623
2014,PL,15257,PL_623,4675,12901,-2463,17881,623
2015,PL,15257,PL_623,0,0,-6156,11725,623
2016,PL,15257,PL_623,0,0,-8503,3222,623
2017,PL,15257,PL_623,3614,0,-3222,0,623
2012,PL,15257,PL_699,1852,1852,-16669,12580,699
2013,PL,15257,PL_699,0,0,22918,35498,699
2014,PL,15257,PL_699,2747,0,-238,35260,699
2015,PL,15257,PL_699,0,0,-6513,28747,699
2016,PL,15257,PL_699,0,0,-9509,19238,699
2017,PL,15257,PL_699,-3614,0,-13372,5866,699
2012,PL,15257,PL_844,-21065,-21065,-39410,0,844
2013,PL,15257,PL_844,0,0,16755,16755,844
2014,PL,15257,PL_844,0,0,4680,21435,844
2015,PL,15257,PL_844,-429,-1724,4034,25469,844
2016,PL,15257,PL_844,-4826,-4826,-2622,22847,844
2017,PL,15257,PL_844,0,0,-1440,21407,844
2010,PL,15257,PL_940,14985,14985,40519,40519,940
2011,PL,15257,PL_940,-4660,-8214,-3369,37150,940
2012,PL,15257,PL_940,4005,0,-36048,1102,940
2013,PL,15257,PL_940,0,0,39333,40435,940
2014,PL,15257,PL_940,1176,0,5887,46322,940
2015,PL,15257,PL_940,0,0,-2264,44058,940
2016,PL,15257,PL_940,0,0,1478,45536,940
2017,PL,15257,PL_940,0,0,-6805,38731,940
2012,PL,15260,PL_733,9030,27258,-3828,16569,733
2013,PL,15260,PL_733,903,903,6675,23244,733
2014,PL,15260,PL_733,0,0,-5130,18114,733
2015,PL,15260,PL_733,0,0,-4684,13430,733
2016,PL,15260,PL_733,0,0,-4667,8763,733
2017,PL,15260,PL_733,0,0,-8516,247,733
2012,PL,15260,PL_894,13930,0,-8049,57742,894
2013,PL,15260,PL_894,1823,1823,35194,92936,894
2014,PL,15260,PL_894,0,0,6606,99542,894
2015,PL,15260,PL_894,0,0,5147,104689,894
2016,PL,15260,PL_894,0,0,5193,109882,894
2017,PL,15260,PL_894,0,0,2143,112025,894
2012,PL,15260,PL_905,12398,8100,-13717,29153,905
2013,PL,15260,PL_905,2025,2025,37404,66557,905
2014,PL,15260,PL_905,0,0,8420,74977,905
2015,PL,15260,PL_905,0,0,2306,77283,905
2016,PL,15260,PL_905,0,0,1368,78651,905
2017,PL,15260,PL_905,0,0,-572,78079,905
2009,PL,15265,PL_288,-97000,-97000,-65755,476922,288
2010,PL,15265,PL_288,0,0,34324,511246,288
2011,PL,15265,PL_288,0,0,13252,524498,288
2012,PL,15265,PL_288,259530,259530,-135329,389169,288
2013,PL,15265,PL_288,262511,262511,122242,511411,288
2014,PL,15265,PL_288,23835,23835,-259234,252177,288
2015,PL,15265,PL_288,250000,250000,138743,390920,288
2016,PL,15265,PL_288,136246,136246,-97772,293148,288
2017,PL,15265,PL_288,110655,110655,-209771,83377,288
2012,PL,15266,PL_861,25030,25030,-986,0,861
2013,PL,15266,PL_861,25947,25947,21788,21788,861
2014,PL,15266,PL_861,10000,10000,-11462,10326,861
2015,PL,15266,PL_861,35000,35000,12489,22815,861
2016,PL,15266,PL_861,20000,20000,-6139,16676,861
2017,PL,15266,PL_861,12045,12045,-16676,0,861
2009,PL,15269,PL_290,0,0,71668,957278,290
2010,PL,15269,PL_290,0,0,41420,998698,290
2011,PL,15269,PL_290,200000,200000,364164,1362862,290
2012,PL,15269,PL_290,160597,160597,-546012,816850,290
2013,PL,15269,PL_290,162659,162659,-379246,437604,290
2014,PL,15269,PL_290,480000,480000,-192430,245174,290
2015,PL,15269,PL_290,568536,568536,303160,548334,290
2016,PL,15269,PL_290,77000,77000,49097,597431,290
2017,PL,15269,PL_290,91000,91000,-357279,240152,290
2013,PL,15274,PL_203135,0,0,16024,16024,203135
2014,PL,15274,PL_203135,0,0,12218,28242,203135
2015,PL,15274,PL_203135,0,0,4495,32737,203135
2016,PL,15274,PL_203135,0,0,848,33585,203135
2017,PL,15274,PL_203135,314,314,-3248,30337,203135
2009,PL,15278,PL_21,970449,0,970753,6100579,21
2010,PL,15278,PL_21,-30000,-80000,835515,6936094,21
2011,PL,15278,PL_21,0,0,418521,7354615,21
2012,PL,15278,PL_21,2193194,2193194,-3709814,3644801,21
2013,PL,15278,PL_21,5491425,5690230,1200741,4845542,21
2014,PL,15278,PL_21,3784824,4010385,519020,5364562,21
2015,PL,15278,PL_21,5875464,7333500,508681,5873243,21
2016,PL,15278,PL_21,4153651,7808000,-1207528,4665715,21
2017,PL,15278,PL_21,221700,3716000,-4541372,124343,21
2009,PL,15278,PL_22,-2155684,-250000,-990539,2058394,22
2010,PL,15278,PL_22,-797000,-747000,445340,2503734,22
2011,PL,15278,PL_22,-100000,-80000,1322748,3826482,22
2012,PL,15278,PL_22,-2500000,-305840,-3129323,697159,22
2013,PL,15278,PL_22,102920,0,-308129,389030,22
2014,PL,15278,PL_22,223561,0,-309175,79855,22
2015,PL,15278,PL_22,483056,0,-6357,73498,22
2016,PL,15278,PL_22,500819,0,-73498,0,22
2017,PL,15278,PL_22,641379,0,41783,41783,22
2009,PL,15278,PL_23,935236,1,388479,3333676,23
2010,PL,15278,PL_23,0,0,-472015,2861661,23
2011,PL,15278,PL_23,0,-20000,-560478,2301183,23
2012,PL,15278,PL_23,2400000,205840,-926817,1374366,23
2013,PL,15278,PL_23,3161077,3065192,-738681,635685,23
2014,PL,15278,PL_23,3518770,3516770,-404897,230788,23
2015,PL,15278,PL_23,3645765,2670785,25131,255919,23
2016,PL,15278,PL_23,3153530,0,-255919,0,23
2017,PL,15278,PL_23,2852921,0,23987,23987,23
2012,PL,15279,PL_203316,2233,2233,0,0,203316
2014,PL,15279,PL_203316,3441,3441,1,1,203316
2015,PL,15279,PL_203316,194,194,0,1,203316
2016,PL,15279,PL_203316,29108,29108,628,629,203316
2017,PL,15279,PL_203316,63820,63820,-625,4,203316
2009,PL,15280,PL_889,0,0,139685,475914,889
2010,PL,15280,PL_889,-150000,-150000,-8390,467524,889
2011,PL,15280,PL_889,-100000,-100000,40852,508376,889
2012,PL,15280,PL_889,-79778,-79778,-135476,372900,889
2013,PL,15280,PL_889,9970,9970,322568,695468,889
2014,PL,15280,PL_889,-6810,-6810,59160,754628,889
2015,PL,15280,PL_889,0,0,67292,821920,889
2016,PL,15280,PL_889,0,0,61452,883372,889
2017,PL,15280,PL_889,0,0,47128,930500,889
2009,PL,15282,PL_931,-2000000,-2000000,-1342924,3121151,931
2010,PL,15282,PL_931,0,0,403965,3525116,931
2011,PL,15282,PL_931,0,0,478240,4003356,931
2012,PL,15282,PL_931,431310,431310,-2291445,1711911,931
2013,PL,15282,PL_931,2052348,2052348,-479789,1232122,931
2014,PL,15282,PL_931,2376085,2376085,-112526,1119596,931
2015,PL,15282,PL_931,1748000,1748000,-602415,517181,931
2016,PL,15282,PL_931,1748000,1748000,-517181,0,931
2017,PL,15282,PL_931,2487000,2487000,118908,118908,931
2009,PL,15285,PL_43,3196,0,32875,672807,43
2010,PL,15285,PL_43,201169,0,205105,877912,43
2011,PL,15285,PL_43,65274,0,31804,909716,43
2012,PL,15285,PL_43,172965,400000,-509716,400000,43
2013,PL,15285,PL_43,374246,925169,-206477,193523,43
2014,PL,15285,PL_43,1071319,1071319,442197,635720,43
2015,PL,15285,PL_43,750000,750000,139631,775351,43
2016,PL,15285,PL_43,750000,750000,-48782,726569,43
2017,PL,15285,PL_43,700000,700000,-112044,614525,43
2009,PL,15285,PL_44,-192079,-188883,-32875,944143,44
2010,PL,15285,PL_44,-381169,-180000,-231605,712538,44
2011,PL,15285,PL_44,-185274,-120000,-39728,672810,44
2012,PL,15285,PL_44,227035,0,-631794,41016,44
2013,PL,15285,PL_44,654532,103609,14600,55616,44
2014,PL,15285,PL_44,805264,805264,31574,87190,44
2015,PL,15285,PL_44,674312,674312,-87190,0,44
2016,PL,15285,PL_44,792585,792585,0,0,44
2017,PL,15285,PL_44,782539,782539,0,0,44
2009,PL,15288,PL_870,0,0,597,23030,870
2010,PL,15288,PL_870,0,0,2288,25318,870
2011,PL,15288,PL_870,0,0,-812,24506,870
2012,PL,15288,PL_870,9406,9406,-10072,14434,870
2013,PL,15288,PL_870,-14434,-14434,-14434,0,870
2009,PL,15290,PL_805,0,0,1893,15518,805
2010,PL,15290,PL_805,0,0,1725,17243,805
2011,PL,15290,PL_805,0,0,2489,19732,805
2012,PL,15290,PL_805,0,0,-7352,12380,805
2013,PL,15290,PL_805,-12380,-12380,-12380,0,805
2013,PL,15294,PL_204402,0,0,18593,18593,204402
2014,PL,15294,PL_204402,18411,18411,7510,26103,204402
2015,PL,15294,PL_204402,-7514,-7514,-21876,4227,204402
2016,PL,15294,PL_204402,13702,13702,-4227,0,204402
2017,PL,15294,PL_204402,23949,23949,0,0,204402
2009,PL,15295,PL_803,692,0,0,11527,803
2010,PL,15295,PL_803,2461,0,-14,11513,803
2011,PL,15295,PL_803,1347,0,0,11513,803
2012,PL,15295,PL_803,3500,0,-9178,2335,803
2013,PL,15295,PL_803,0,0,4668,7003,803
2014,PL,15295,PL_803,6150,6150,3174,10177,803
2015,PL,15295,PL_803,6136,0,2474,12651,803
2016,PL,15295,PL_803,-8597,0,-12651,0,803
2009,PL,15295,PL_804,0,0,3091,39053,804
2010,PL,15295,PL_804,0,0,1799,40852,804
2011,PL,15295,PL_804,0,0,1293,42145,804
2012,PL,15295,PL_804,0,0,-30625,11520,804
2013,PL,15295,PL_804,0,0,14416,25936,804
2014,PL,15295,PL_804,17415,17415,17284,43220,804
2015,PL,15295,PL_804,0,0,-2876,40344,804
2016,PL,15295,PL_804,0,0,-4768,35576,804
2017,PL,15295,PL_804,0,0,-4367,31209,804
2009,PL,15295,PL_881,0,0,18121,62004,881
2010,PL,15295,PL_881,-2461,0,15219,77223,881
2011,PL,15295,PL_881,-1613,0,7591,84814,881
2012,PL,15295,PL_881,-3500,0,-13811,71003,881
2013,PL,15295,PL_881,-20000,-20000,-12568,58435,881
2014,PL,15295,PL_881,14653,14653,11512,69947,881
2015,PL,15295,PL_881,-6136,0,-8736,61211,881
2016,PL,15295,PL_881,0,0,-10400,50811,881
2017,PL,15295,PL_881,-41127,-41127,-50811,0,881
2009,PL,15295,PL_927,-692,0,2411,37618,927
2010,PL,15295,PL_927,0,0,1274,38892,927
2011,PL,15295,PL_927,266,0,0,38892,927
2012,PL,15295,PL_927,0,0,-31856,7036,927
2013,PL,15295,PL_927,0,0,15349,22385,927
2014,PL,15295,PL_927,16772,16772,9186,31571,927
2015,PL,15295,PL_927,0,0,-5015,26556,927
2016,PL,15295,PL_927,8597,0,2218,28774,927
2017,PL,15295,PL_927,0,0,-15585,13189,927
2012,PL,15299,PL_45,-16860,13923,-213392,40625,45
2013,PL,15299,PL_45,0,0,178036,218661,45
2014,PL,15299,PL_45,-257183,-113929,-108409,110252,45
2015,PL,15299,PL_45,-31945,-6901,-15177,95075,45
2016,PL,15299,PL_45,160427,0,-32427,62648,45
2017,PL,15299,PL_45,360209,0,-11882,50766,45
2012,PL,15299,PL_55,2295,2295,-13668,31801,55
2013,PL,15299,PL_55,0,0,10966,42767,55
2014,PL,15299,PL_55,-28106,-28106,-42767,0,55
2012,PL,15299,PL_64,858127,858127,-24003,0,64
2013,PL,15299,PL_64,534732,534732,0,0,64
2014,PL,15299,PL_64,570148,570148,129344,129344,64
2015,PL,15299,PL_64,739354,1033046,-22422,106922,64
2016,PL,15299,PL_64,553249,1033709,-22428,84494,64
2017,PL,15299,PL_64,827098,1507086,17151,101645,64
2012,PL,15299,PL_66,-216569,-216569,-463178,0,66
2013,PL,15299,PL_66,11114,105794,105581,105581,66
2014,PL,15299,PL_66,-105581,-105581,-105581,0,66
2012,PL,15299,PL_67,277069,277069,0,0,67
2013,PL,15299,PL_67,291410,196730,222801,222801,67
2014,PL,15299,PL_67,22084,-121170,-157615,65186,67
2015,PL,15299,PL_67,293692,0,-17842,47344,67
2016,PL,15299,PL_67,287290,0,-10346,36998,67
2017,PL,15299,PL_67,272751,0,-8923,28075,67
2012,PL,15299,PL_176,-30194,-38350,-68195,0,176
2013,PL,15299,PL_176,0,0,22027,22027,176
2014,PL,15299,PL_176,19775,19775,1158,23185,176
2015,PL,15299,PL_176,10439,0,-4443,18742,176
2016,PL,15299,PL_176,14489,0,-3861,14881,176
2017,PL,15299,PL_176,21198,0,-3302,11579,176
2012,PL,15299,PL_686,-16135,-38762,-59024,0,686
2013,PL,15299,PL_686,0,0,22434,22434,686
2014,PL,15299,PL_686,23345,23345,1621,24055,686
2015,PL,15299,PL_686,14605,0,-5170,18885,686
2016,PL,15299,PL_686,18254,0,-4476,14409,686
2017,PL,15299,PL_686,25830,0,-3805,10604,686
2012,PL,15300,PL_372,29240,29240,2030,2176,372
2013,PL,15300,PL_372,18543,18543,41332,43508,372
2014,PL,15300,PL_372,0,0,-7636,35872,372
2015,PL,15300,PL_372,0,0,-7505,28367,372
2016,PL,15300,PL_372,0,0,-10618,17749,372
2017,PL,15300,PL_372,0,0,-15634,2115,372
2009,PL,15300,PL_373,-28500,-28500,-11501,26229,373
2010,PL,15300,PL_373,-3200,-3200,10234,36463,373
2011,PL,15300,PL_373,500,500,5029,41492,373
2012,PL,15300,PL_373,-8000,-8000,-39102,2390,373
2013,PL,15300,PL_373,0,0,17832,20222,373
2014,PL,15300,PL_373,10643,2000,3818,24040,373
2015,PL,15300,PL_373,6740,6740,-58,23982,373
2016,PL,15300,PL_373,5000,5000,-1678,22304,373
2017,PL,15300,PL_373,0,0,-10222,12082,373
2009,PL,15300,PL_893,-29000,-29000,-15174,29458,893
2010,PL,15300,PL_893,-6000,-6000,9372,38830,893
2011,PL,15300,PL_893,-800,-800,6716,45546,893
2012,PL,15300,PL_893,-18000,-18000,-44938,608,893
2013,PL,15300,PL_893,0,0,37212,37820,893
2014,PL,15300,PL_893,-8643,0,-7326,30494,893
2015,PL,15300,PL_893,2060,2060,-818,29676,893
2016,PL,15300,PL_893,0,0,1331,31007,893
2017,PL,15300,PL_893,0,0,940,31947,893
2012,PL,15300,PL_926,9100,9100,425,2532,926
2013,PL,15300,PL_926,3976,3976,19356,21888,926
2014,PL,15300,PL_926,1250,1250,1888,23776,926
2015,PL,15300,PL_926,0,0,-2040,21736,926
2016,PL,15300,PL_926,0,0,-4686,17050,926
2017,PL,15300,PL_926,0,0,-7475,9575,926
2009,PL,15301,PL_4,1465000,1465000,414884,9683507,4
2010,PL,15301,PL_4,2803000,2803000,1603894,11287401,4
2011,PL,15301,PL_4,-8358012,-8358012,-9020462,2266939,4
2012,PL,15301,PL_4,9258012,9258012,-667544,1599395,4
2013,PL,15301,PL_4,3152759,3152759,-1599395,0,4
2014,PL,15301,PL_4,10960935,10960935,4740485,4740485,4
2015,PL,15301,PL_4,3814000,3814000,-4717521,22964,4
2016,PL,15301,PL_4,8976000,8976000,-6041,16923,4
2017,PL,15301,PL_4,8840935,8840935,-16923,0,4
2013,PL,15302,PL_205935,35000,35000,1057,1057,205935
2014,PL,15302,PL_205935,-5000,-5000,55983,57040,205935
2015,PL,15302,PL_205935,0,0,-8432,48608,205935
2016,PL,15302,PL_205935,0,0,-12409,36199,205935
2017,PL,15302,PL_205935,-12000,-12000,-25774,10425,205935
2009,PL,15306,PL_1,3000000,3000000,464083,23840600,1
2010,PL,15306,PL_1,-5971670,-6705046,-8694105,15146496,1
2011,PL,15306,PL_1,7633898,7633898,6560653,21707148,1
2012,PL,15306,PL_1,35211500,35211500,17655,21724804,1
2013,PL,15306,PL_1,16518256,16518256,-3714888,18009916,1
2014,PL,15306,PL_1,23788220,23788220,2425689,20435604,1
2015,PL,15306,PL_1,40622300,40622300,17055140,37490744,1
2016,PL,15306,PL_1,-11265000,-11265000,-35939004,1551741,1
2017,PL,15306,PL_1,28491000,28491000,-1377516,174225,1
2012,PL,15306,PL_2,5853831,5853831,-398887,3502093,2
2013,PL,15306,PL_2,3167272,3167272,768922,4271015,2
2014,PL,15306,PL_2,2935437,2935437,96364,4367379,2
2015,PL,15306,PL_2,4262500,4262500,1555770,5923149,2
2016,PL,15306,PL_2,4693000,4693000,1148924,7072073,2
2017,PL,15306,PL_2,601000,601000,-3879849,3192224,2
2009,PL,15306,PL_3,1039245,1039245,573510,11203445,3
2010,PL,15306,PL_3,-255552,872300,246130,11449575,3
2011,PL,15306,PL_3,2231728,2231728,2613813,14063388,3
2012,PL,15306,PL_3,1507934,1507934,-9392108,4671280,3
2013,PL,15306,PL_3,5387313,5387313,2199605,6870885,3
2014,PL,15306,PL_3,2442817,2442817,545223,7416108,3
2015,PL,15306,PL_3,281000,281000,-1888145,5527963,3
