year,registry_code,accountholder_id_trans_data,installation_id_trans_data,net_ac_tot_inst,net_ac_ext_inst,annual_change_bank_inst,bank_inst,installationidentifier
2014,AT,120,AT_23,0,0,15421,397015,23
2015,AT,120,AT_23,0,0,20917,417932,23
2016,AT,120,AT_23,0,0,27177,445109,23
2017,AT,120,AT_23,0,0,3525,448634,23
2009,AT,120,AT_24,-22500,0,4122,153005,24
2010,AT,120,AT_24,-18683,0,10205,163210,24
2011,AT,120,AT_24,-19478,-1795,12597,175807,24
2012,AT,120,AT_24,110251,27082,-81064,94743,24
2013,AT,120,AT_24,-8214,-1324,212626,307369,24
2014,AT,120,AT_24,-60000,-60000,22087,329456,24
2015,AT,120,AT_24,0,0,-2855,326601,24
2016,AT,120,AT_24,110000,110000,93567,420168,24
2017,AT,120,AT_24,30000,30000,4684,424852,24
2009,AT,120,AT_222,10000,0,16225,117677,222
2010,AT,120,AT_222,5500,0,12255,129932,222
2011,AT,120,AT_222,5500,0,13000,142932,222
2012,AT,120,AT_222,-98199,0,-142932,0,222
2009,AT,122,AT_149,-34077,-34077,307180,1103614,149
2010,AT,122,AT_149,-71548,-71548,29706,1133320,149
2011,AT,122,AT_149,-187244,-187244,-66166,1067154,149
2009,AT,125,AT_57,-56000,-55000,-266,68860,57
2010,AT,125,AT_57,-50000,-50000,-1175,67685,57
2011,AT,125,AT_57,-16874,-16874,2793,70478,57
2012,AT,125,AT_57,-16324,-15000,-48332,22146,57
2013,AT,125,AT_57,-16855,-26892,129399,151545,57
2014,AT,125,AT_57,-40000,-40000,-13270,138275,57
2015,AT,125,AT_57,0,0,17142,155417,57
2016,AT,125,AT_57,0,0,22876,178293,57
2017,AT,125,AT_57,0,0,25498,203791,57
2009,AT,125,AT_227,1000,0,49960,49960,227
2010,AT,125,AT_227,0,0,-520,49440,227
2011,AT,125,AT_227,0,0,-520,48920,227
2012,AT,125,AT_227,22442,21118,-27558,21362,227
2013,AT,125,AT_227,-21362,-11325,-21362,0,227
2009,AT,126,AT_124,-4300,0,-1073,30084,124
2010,AT,126,AT_124,0,0,155,30239,124
2011,AT,126,AT_124,14151,0,15664,45903,124
2012,AT,126,AT_124,0,0,-27080,18823,124
2013,AT,126,AT_124,1415,0,22567,41390,124
2014,AT,126,AT_124,0,0,-2675,38715,124
2015,AT,126,AT_124,0,0,-4181,34534,124
2016,AT,126,AT_124,0,0,-5318,29216,124
2017,AT,126,AT_124,0,0,-5103,24113,124
2009,AT,126,AT_125,-30235,-34535,-10986,128726,125
2010,AT,126,AT_125,0,0,10301,139027,125
2011,AT,126,AT_125,64739,84391,79983,219010,125
2012,AT,126,AT_125,0,0,-117030,101980,125
2013,AT,126,AT_125,12528,8442,160777,262757,125
2014,AT,126,AT_125,0,0,10990,273747,125
2015,AT,126,AT_125,0,0,2356,276103,125
2016,AT,126,AT_125,0,0,-1340,274763,125
2017,AT,126,AT_125,0,0,-8425,266338,125
2009,AT,126,AT_211,0,0,0,11357,211
2010,AT,126,AT_211,0,0,0,11357,211
2011,AT,126,AT_211,4542,0,4542,15899,211
2012,AT,126,AT_211,0,0,-11357,4542,211
2013,AT,126,AT_211,-4542,0,-4542,0,211
2009,AT,126,AT_212,0,0,0,1918,212
2010,AT,126,AT_212,0,0,0,1918,212
2011,AT,126,AT_212,959,0,959,2877,212
2012,AT,126,AT_212,0,0,-1918,959,212
2013,AT,126,AT_212,-959,0,-959,0,212
2009,AT,127,AT_41,0,0,2300,13614,41
2010,AT,127,AT_41,0,0,1928,15542,41
2011,AT,127,AT_41,0,0,2704,18246,41
2012,AT,127,AT_41,45000,45000,38565,56811,41
2013,AT,127,AT_41,-33809,-33809,-40778,16033,41
2014,AT,127,AT_41,6154,6154,-631,15402,41
2015,AT,127,AT_41,4938,4938,-664,14738,41
2016,AT,127,AT_41,5538,5538,-848,13890,41
2017,AT,127,AT_41,5260,5260,-1326,12564,41
2009,AT,128,AT_1,0,0,-1128,28205,1
2010,AT,128,AT_1,20000,20000,17363,45568,1
2011,AT,128,AT_1,5000,5000,249,45817,1
2012,AT,128,AT_1,11000,11000,-38810,7007,1
2013,AT,128,AT_1,43000,43000,76480,83487,1
2014,AT,128,AT_1,0,0,-9623,73864,1
2015,AT,128,AT_1,25000,25000,22948,96812,1
2016,AT,128,AT_1,0,0,-5962,90850,1
2017,AT,128,AT_1,22244,22244,11979,102829,1
2009,AT,129,AT_118,0,0,-16005,276,118
2010,AT,129,AT_118,122276,122276,92325,92601,118
2011,AT,129,AT_118,-64101,-64101,-92601,0,118
2012,AT,129,AT_118,40451,40451,0,0,118
2013,AT,129,AT_118,740,740,130783,130783,118
2014,AT,129,AT_118,-189657,-189657,-130783,0,118
2015,AT,129,AT_118,-59066,-59066,0,0,118
2016,AT,129,AT_118,-56916,-56916,0,0,118
2017,AT,129,AT_118,-57589,-57589,0,0,118
2009,AT,130,AT_2,0,0,-2752,7851,2
2010,AT,130,AT_2,0,0,25924,33775,2
2011,AT,130,AT_2,0,0,7101,40876,2
2012,AT,130,AT_2,0,0,-16434,24442,2
2013,AT,130,AT_2,-949,-949,-265,24177,2
2014,AT,130,AT_2,0,0,-3908,20269,2
2015,AT,130,AT_2,0,0,-3044,17225,2
2016,AT,130,AT_2,0,0,-3182,14043,2
2017,AT,130,AT_2,0,0,-7255,6788,2
2009,AT,131,AT_106,-90173,-90173,-32881,1984,106
2010,AT,131,AT_106,0,0,57256,59240,106
2011,AT,131,AT_106,-114000,-114000,-56703,2537,106
2012,AT,131,AT_106,0,0,-1672,865,106
2013,AT,131,AT_106,-865,-865,-865,0,106
2009,AT,132,AT_83,89,89,9599,254139,83
2010,AT,132,AT_83,475,475,8253,262392,83
2011,AT,132,AT_83,240,240,5783,268175,83
2012,AT,132,AT_83,309,309,-227282,40893,83
2013,AT,132,AT_83,240486,240486,91392,132285,83
2014,AT,132,AT_83,191528,191528,66582,198867,83
2015,AT,132,AT_83,130214,130214,17313,216180,83
2016,AT,132,AT_83,100558,100558,-33352,182828,83
2017,AT,132,AT_83,127978,127978,-7034,175794,83
2009,AT,133,AT_31,-3290,-3290,32955,311866,31
2010,AT,133,AT_31,0,0,44853,356719,31
2011,AT,133,AT_31,-31395,-31395,-4184,352535,31
2012,AT,133,AT_31,8033,8033,-336204,16331,31
2013,AT,133,AT_31,-6125,-6125,416795,433126,31
2014,AT,133,AT_31,0,0,11884,445010,31
2015,AT,133,AT_31,0,0,8518,453528,31
2016,AT,133,AT_31,0,0,-1063,452465,31
2017,AT,133,AT_31,27319,27319,-16193,436272,31
2009,AT,134,AT_37,-2900,-2900,3586,13568,37
2010,AT,134,AT_37,-9587,-9587,-3502,10066,37
2011,AT,134,AT_37,0,0,-919,9147,37
2012,AT,134,AT_37,-9145,-9145,-9145,2,37
2013,AT,134,AT_37,0,0,-2,0,37
2009,AT,135,AT_5,0,0,3039,33860,5
2010,AT,135,AT_5,0,0,2226,36086,5
2011,AT,135,AT_5,13671,0,15074,51160,5
2012,AT,135,AT_5,-19000,-19000,-44475,6685,5
2013,AT,135,AT_5,1368,1368,22469,29154,5
2014,AT,135,AT_5,0,0,-3912,25242,5
2015,AT,135,AT_5,0,0,-4333,20909,5
2016,AT,135,AT_5,0,0,-6120,14789,5
2017,AT,135,AT_5,12000,12000,5478,20267,5
2009,AT,135,AT_191,25000,-25000,42631,63878,191
2010,AT,135,AT_191,0,0,16352,80230,191
2011,AT,135,AT_191,-85178,-50000,-68251,11979,191
2012,AT,135,AT_191,-1000,-1000,-3270,8709,191
2013,AT,135,AT_191,-23687,-23687,14597,23306,191
2014,AT,135,AT_191,0,0,8586,31892,191
2015,AT,135,AT_191,0,0,4497,36389,191
2016,AT,135,AT_191,0,0,2726,39115,191
2017,AT,135,AT_191,0,0,1237,40352,191
2009,AT,135,AT_192,-50000,0,-39392,14895,192
2010,AT,135,AT_192,0,0,11253,26148,192
2011,AT,135,AT_192,21507,0,38281,64429,192
2012,AT,135,AT_192,-30000,-30000,-64028,401,192
2013,AT,135,AT_192,-11369,-11369,43389,43790,192
2014,AT,135,AT_192,0,0,8121,51911,192
2015,AT,135,AT_192,0,0,-1703,50208,192
2016,AT,135,AT_192,0,0,-5865,44343,192
2017,AT,135,AT_192,0,0,-10148,34195,192
2009,AT,136,AT_3,-5000,-5000,-1977,6207,3
2010,AT,136,AT_3,-2500,-2500,566,6773,3
2011,AT,136,AT_3,0,0,1765,8538,3
2012,AT,136,AT_3,0,0,-4082,4456,3
2013,AT,136,AT_3,0,0,2911,7367,3
2014,AT,136,AT_3,3260,3260,3569,10936,3
2015,AT,136,AT_3,0,0,236,11172,3
2016,AT,136,AT_3,0,0,-188,10984,3
2017,AT,136,AT_3,0,0,-302,10682,3
2009,AT,137,AT_59,0,0,1185,32615,59
2010,AT,137,AT_59,0,0,9936,42551,59
2011,AT,137,AT_59,0,0,14988,57539,59
2012,AT,137,AT_59,15095,15095,-7637,49902,59
2013,AT,137,AT_59,9951,9951,94683,144585,59
2014,AT,137,AT_59,4116,4116,-3060,141525,59
2015,AT,137,AT_59,6053,6053,-1418,140107,59
2016,AT,137,AT_59,-117223,-117223,-112359,27748,59
2017,AT,137,AT_59,0,0,3929,31677,59
2009,AT,138,AT_53,0,0,553,2166,53
2010,AT,138,AT_53,0,0,1004,3170,53
2011,AT,138,AT_53,0,0,1144,4314,53
2012,AT,138,AT_53,0,0,-320,3994,53
2013,AT,138,AT_53,0,0,21891,25885,53
2014,AT,138,AT_53,0,0,845,26730,53
2015,AT,138,AT_53,0,0,261,26991,53
2016,AT,138,AT_53,0,0,-115,26876,53
2017,AT,138,AT_53,0,0,-2332,24544,53
2009,AT,139,AT_69,0,0,34532,111117,69
2010,AT,139,AT_69,-10000,-10000,21548,132665,69
2011,AT,139,AT_69,0,0,40872,173537,69
2012,AT,139,AT_69,0,0,-43123,130414,69
2013,AT,139,AT_69,-716,-716,243977,374391,69
2014,AT,139,AT_69,0,0,66728,441119,69
2015,AT,139,AT_69,0,0,59672,500791,69
2016,AT,139,AT_69,0,0,51669,552460,69
2017,AT,139,AT_69,0,0,38964,591424,69
2012,AT,140,AT_65,-513,-16716,-23117,2823,65
2013,AT,140,AT_65,3413,3435,23565,26388,65
2014,AT,140,AT_65,0,0,-2827,23561,65
2015,AT,140,AT_65,0,0,-2022,21539,65
2016,AT,140,AT_65,0,0,-3354,18185,65
2017,AT,140,AT_65,0,0,-3228,14957,65
2012,AT,140,AT_66,-16203,0,-27368,0,66
2013,AT,140,AT_66,140,118,18233,18233,66
2014,AT,140,AT_66,675,675,4246,22479,66
2015,AT,140,AT_66,0,0,4617,27096,66
2016,AT,140,AT_66,-3553,-3553,85,27181,66
2017,AT,140,AT_66,0,0,3630,30811,66
2012,AT,140,AT_107,0,0,-6674,10888,107
2013,AT,140,AT_107,0,0,8673,19561,107
2014,AT,140,AT_107,484,484,2167,21728,107
2015,AT,140,AT_107,0,0,-1455,20273,107
2016,AT,140,AT_107,0,0,-4633,15640,107
2017,AT,140,AT_107,0,0,-3329,12311,107
2009,AT,140,AT_111,-1003,0,0,0,111
2010,AT,140,AT_111,967,200,0,0,111
2011,AT,140,AT_111,2634,0,0,0,111
2012,AT,140,AT_111,8887,0,0,0,111
2013,AT,140,AT_111,445,0,10511,10511,111
2014,AT,140,AT_111,0,0,-1380,9131,111
2015,AT,140,AT_111,0,0,-1052,8079,111
2016,AT,140,AT_111,0,0,-2106,5973,111
2017,AT,140,AT_111,0,0,-2903,3070,111
2009,AT,140,AT_112,-8779,0,0,0,112
2010,AT,140,AT_112,-5502,10,0,0,112
2011,AT,140,AT_112,425,0,0,0,112
2012,AT,140,AT_112,17817,0,0,0,112
2013,AT,140,AT_112,886,0,18798,18798,112
2014,AT,140,AT_112,0,0,-1936,16862,112
2015,AT,140,AT_112,0,0,-2590,14272,112
2016,AT,140,AT_112,0,0,-4264,10008,112
2017,AT,140,AT_112,0,0,-5064,4944,112
2009,AT,140,AT_113,-40361,-79485,-31614,0,113
2010,AT,140,AT_113,-8559,-26157,0,0,113
2011,AT,140,AT_113,20114,21221,20797,20797,113
2012,AT,140,AT_113,512,69492,-20797,0,113
2013,AT,140,AT_113,-3676,0,8621,8621,113
2014,AT,140,AT_113,10504,10504,5860,14481,113
2015,AT,140,AT_113,45000,45000,38970,53451,113
2016,AT,140,AT_113,0,0,-6564,46887,113
2017,AT,140,AT_113,0,0,-7310,39577,113
2009,AT,140,AT_114,-17313,0,0,0,114
2009,AT,140,AT_115,-4175,0,0,0,115
2010,AT,140,AT_115,-2889,0,0,0,115
2011,AT,140,AT_115,-1968,0,0,0,115
2012,AT,140,AT_115,6708,0,0,0,115
2013,AT,140,AT_115,510,0,14285,14285,115
2014,AT,140,AT_115,0,0,-2269,12016,115
2015,AT,140,AT_115,0,0,3589,15605,115
2016,AT,140,AT_115,0,0,3026,18631,115
2017,AT,140,AT_115,-9000,0,-5362,13269,115
2009,AT,140,AT_116,-5683,0,0,0,116
2010,AT,140,AT_116,-7827,0,0,0,116
2011,AT,140,AT_116,2793,0,0,0,116
2012,AT,140,AT_116,27493,0,0,0,116
2013,AT,140,AT_116,1307,0,19614,19614,116
2014,AT,140,AT_116,0,0,-6983,12631,116
2015,AT,140,AT_116,0,0,-5294,7337,116
2016,AT,140,AT_116,0,0,-6305,1032,116
2017,AT,140,AT_116,9000,0,4011,5043,116
2009,AT,140,AT_117,-1074,0,0,0,117
2010,AT,140,AT_117,-1043,0,0,0,117
2011,AT,140,AT_117,-1119,0,0,0,117
2012,AT,140,AT_117,2416,0,0,0,117
2013,AT,140,AT_117,183,0,4594,4594,117
2014,AT,140,AT_117,0,0,1519,6113,117
2015,AT,140,AT_117,0,0,1746,7859,117
2016,AT,140,AT_117,0,0,-1689,6170,117
2017,AT,140,AT_117,0,0,1295,7465,117
2009,AT,140,AT_119,-1097,0,0,0,119
2010,AT,140,AT_119,-1094,0,0,0,119
2011,AT,140,AT_119,-1658,0,0,0,119
2012,AT,140,AT_119,5659,0,0,0,119
2013,AT,140,AT_119,345,0,6320,6320,119
2014,AT,140,AT_119,0,0,-464,5856,119
2015,AT,140,AT_119,0,0,-962,4894,119
2016,AT,140,AT_119,0,0,-262,4632,119
2017,AT,140,AT_119,0,0,-286,4346,119
2009,AT,141,AT_78,130,130,0,13655,78
2010,AT,141,AT_78,2201,2201,0,13655,78
2011,AT,141,AT_78,0,0,-306,13349,78
2009,AT,142,AT_81,-8662,-8662,0,24051,81
2010,AT,142,AT_81,-4829,-4829,-1,24050,81
2011,AT,142,AT_81,1,1,9386,33436,81
2012,AT,142,AT_81,0,0,-12388,21048,81
2013,AT,142,AT_81,1202,1202,17884,38932,81
2014,AT,142,AT_81,0,0,3977,42909,81
2015,AT,142,AT_81,0,0,1636,44545,81
2016,AT,142,AT_81,0,0,816,45361,81
2017,AT,142,AT_81,0,0,-2381,42980,81
2009,AT,143,AT_42,0,0,-2302,21052,42
2010,AT,143,AT_42,0,0,3216,24268,42
2011,AT,143,AT_42,0,0,878,25146,42
2012,AT,143,AT_42,4900,4900,-23448,1698,42
2013,AT,143,AT_42,0,0,48397,50095,42
2014,AT,143,AT_42,0,0,10899,60994,42
2015,AT,143,AT_42,0,0,6734,67728,42
2016,AT,143,AT_42,0,0,7785,75513,42
2017,AT,143,AT_42,0,0,8220,83733,42
2009,AT,144,AT_61,0,0,31115,277559,61
2010,AT,144,AT_61,0,0,51830,329389,61
2011,AT,144,AT_61,6679,0,23120,352509,61
2012,AT,144,AT_61,-15325,-138389,-306095,46414,61
2013,AT,144,AT_61,-43934,0,260680,307094,61
2014,AT,144,AT_61,-30000,-30000,-16340,290754,61
2015,AT,144,AT_61,-260325,-260325,-290754,0,61
2016,AT,144,AT_61,43429,43429,0,0,61
2017,AT,144,AT_61,55882,55882,0,0,61
2009,AT,144,AT_63,51000,51000,-25997,565874,63
2010,AT,144,AT_63,0,0,-65313,500561,63
2011,AT,144,AT_63,-6679,0,-5831,494730,63
2012,AT,144,AT_63,13936,137000,-494730,0,63
2013,AT,144,AT_63,43934,0,598660,598660,63
2014,AT,144,AT_63,-18708,-18708,-51305,547355,63
2015,AT,144,AT_63,-481037,-481037,-547355,0,63
2016,AT,144,AT_63,70183,70183,0,0,63
2017,AT,144,AT_63,9236,9236,0,0,63
2009,AT,145,AT_18,0,0,3762,9358,18
2010,AT,145,AT_18,0,0,4720,14078,18
2011,AT,145,AT_18,0,0,4935,19013,18
2009,AT,145,AT_19,0,0,-1674,3679,19
2010,AT,145,AT_19,0,0,1111,4790,19
2011,AT,145,AT_19,0,0,3897,8687,19
2009,AT,145,AT_20,0,0,842,842,20
2010,AT,145,AT_20,0,0,-331,511,20
2011,AT,145,AT_20,0,0,3050,3561,20
2009,AT,145,AT_21,25000,0,2297,2297,21
2010,AT,145,AT_21,0,0,2313,4610,21
2011,AT,145,AT_21,0,0,4601,9211,21
2009,AT,145,AT_122,25000,50000,13004,22871,122
2010,AT,145,AT_122,0,0,-18054,4817,122
2011,AT,145,AT_122,25000,25000,14886,19703,122
2009,AT,147,AT_121,0,0,6507,10724,121
2010,AT,147,AT_121,-10700,-10700,-4293,6431,121
2011,AT,147,AT_121,-6400,-6400,-312,6119,121
2012,AT,147,AT_121,2423,2423,62,6181,121
2013,AT,147,AT_121,0,0,17791,23972,121
2014,AT,147,AT_121,-17000,-17000,-11579,12393,121
2015,AT,147,AT_121,-6000,-6000,248,12641,121
2016,AT,147,AT_121,-10000,-10000,-3960,8681,121
2017,AT,147,AT_121,-8000,-8000,-1702,6979,121
2009,AT,149,AT_43,-38000,0,35559,298551,43
2010,AT,149,AT_43,-115024,-132000,-33070,265481,43
2011,AT,149,AT_43,-218000,-218000,-99269,166212,43
2012,AT,149,AT_43,39474,-24000,-62396,103816,43
2013,AT,149,AT_43,171182,0,254796,358612,43
2014,AT,149,AT_43,0,0,18599,377211,43
2015,AT,149,AT_43,0,0,-26930,350281,43
2016,AT,149,AT_43,0,0,-110812,239469,43
2017,AT,149,AT_43,0,0,-185597,53872,43
2009,AT,149,AT_44,0,0,238941,238941,44
2010,AT,149,AT_44,0,0,71893,310834,44
2011,AT,149,AT_44,0,0,104155,414989,44
2012,AT,149,AT_44,-175317,-247000,-264600,150389,44
2013,AT,149,AT_44,-150389,0,-150389,0,44
2009,AT,149,AT_45,-40502,-37110,-40412,12016,45
2010,AT,149,AT_45,-10479,6497,-10360,1656,45
2011,AT,149,AT_45,98364,98364,98490,100146,45
2012,AT,149,AT_45,-13669,233445,-13678,86468,45
2013,AT,149,AT_45,-85792,-49664,-85800,668,45
2014,AT,149,AT_45,0,-70000,-221,447,45
2015,AT,149,AT_45,0,0,-7,440,45
2016,AT,149,AT_45,45000,40000,44995,45435,45
2017,AT,149,AT_45,202000,202000,201993,247428,45
2009,AT,149,AT_46,41392,0,133206,426318,46
2010,AT,149,AT_46,0,0,119227,545545,46
2011,AT,149,AT_46,0,0,153363,698908,46
2012,AT,149,AT_46,41957,-70000,-99250,599658,46
2013,AT,149,AT_46,15335,0,22172,621830,46
2014,AT,149,AT_46,-70000,0,-124965,496865,46
2015,AT,149,AT_46,0,0,-71388,425477,46
2016,AT,149,AT_46,-5000,0,-103442,322035,46
2017,AT,149,AT_46,0,0,-87025,235010,46
2009,AT,150,AT_120,-61351,-61351,15040,93019,120
2010,AT,150,AT_120,-93019,-93019,7085,100104,120
2011,AT,150,AT_120,-58946,-58946,43612,143716,120
2012,AT,150,AT_120,0,0,-6041,137675,120
2013,AT,150,AT_120,0,0,26581,164256,120
2014,AT,150,AT_120,0,0,10867,175123,120
2015,AT,150,AT_120,0,0,9526,184649,120
2016,AT,150,AT_120,0,0,8489,193138,120
2017,AT,150,AT_120,-79809,-79809,-72537,120601,120
2009,AT,151,AT_87,-26500,-26500,-4311,69880,87
2010,AT,151,AT_87,-10000,-10000,6252,76132,87
2011,AT,151,AT_87,-29000,-29000,-5976,70156,87
2012,AT,151,AT_87,0,0,-63190,6966,87
2013,AT,151,AT_87,-54000,-54000,106169,113135,87
2014,AT,151,AT_87,-61000,-61000,-17781,95354,87
2015,AT,151,AT_87,-48000,-48000,-5223,90131,87
2016,AT,151,AT_87,-67000,-67000,-23322,66809,87
2017,AT,151,AT_87,-31000,-31000,15881,82690,87
2009,AT,152,AT_109,0,0,3110,14197,109
2010,AT,152,AT_109,0,0,2200,16397,109
2011,AT,152,AT_109,0,0,3141,19538,109
2012,AT,152,AT_109,0,0,-7441,12097,109
2013,AT,152,AT_109,-12097,-12097,-2902,9195,109
2014,AT,152,AT_109,-2374,-2374,-9195,0,109
2009,AT,153,AT_62,0,0,512,11906,62
2010,AT,153,AT_62,0,0,108,12014,62
2011,AT,153,AT_62,0,0,-518,11496,62
2012,AT,153,AT_62,16434,16434,4162,15658,62
2013,AT,153,AT_62,-4000,-4000,-1727,13931,62
2014,AT,153,AT_62,14000,14000,1314,15245,62
2015,AT,153,AT_62,28000,28000,12889,28134,62
2016,AT,153,AT_62,10000,10000,-7808,20326,62
2017,AT,153,AT_62,12000,12000,-7839,12487,62
2009,AT,154,AT_32,49473,49473,58180,77596,32
2010,AT,154,AT_32,25891,527,18955,96551,32
2011,AT,154,AT_32,93162,93162,100943,197494,32
2012,AT,154,AT_32,148863,172046,10770,208264,32
2013,AT,154,AT_32,134430,134430,123626,331890,32
2014,AT,154,AT_32,110340,110340,91647,423537,32
2015,AT,154,AT_32,98500,98500,28178,451715,32
2016,AT,154,AT_32,-20000,-20000,-141477,310238,32
2017,AT,154,AT_32,82000,82000,-48741,261497,32
2009,AT,154,AT_33,55000,55000,60982,78858,33
2010,AT,154,AT_33,-25664,0,-16867,61991,33
2011,AT,154,AT_33,822,0,21704,83695,33
2012,AT,154,AT_33,31201,0,-11813,71882,33
2013,AT,154,AT_33,38077,38077,60676,132558,33
2014,AT,154,AT_33,39473,39473,25154,157712,33
2015,AT,154,AT_33,0,0,-17395,140317,33
2016,AT,154,AT_33,0,0,-20390,119927,33
2017,AT,154,AT_33,0,0,-23399,96528,33
2009,AT,154,AT_35,0,0,411,411,35
2010,AT,154,AT_35,-411,0,0,411,35
2011,AT,154,AT_35,-822,0,-411,0,35
2009,AT,154,AT_36,0,0,-220,7853,36
2010,AT,154,AT_36,711,0,-169,7684,36
2011,AT,154,AT_36,0,0,1280,8964,36
2012,AT,154,AT_36,-8018,0,-8964,0,36
2009,AT,155,AT_65,-19731,269,-14291,14535,65
2010,AT,155,AT_65,13541,25626,16146,30681,65
2011,AT,155,AT_65,-7338,-7338,-4741,25940,65
2009,AT,155,AT_66,0,0,3618,19621,66
2010,AT,155,AT_66,0,0,4142,23763,66
2011,AT,155,AT_66,0,0,3605,27368,66
2009,AT,155,AT_67,6550,-13450,8850,16780,67
2010,AT,155,AT_67,-16315,-28400,-14663,2117,67
2011,AT,155,AT_67,0,0,2564,4681,67
2012,AT,155,AT_67,-1245,-1245,-4681,0,67
2013,AT,155,AT_67,-3553,-3553,0,0,67
2016,AT,155,AT_67,3553,3553,0,0,67
2009,AT,156,AT_6,-12000,-12000,-5339,74559,6
2010,AT,156,AT_6,0,0,6379,80938,6
2011,AT,156,AT_6,0,0,10824,91762,6
2012,AT,156,AT_6,-25000,-25000,-89034,2728,6
2013,AT,156,AT_6,0,0,74499,77227,6
2014,AT,156,AT_6,0,0,7080,84307,6
2015,AT,156,AT_6,0,0,5039,89346,6
2016,AT,156,AT_6,0,0,3590,92936,6
2017,AT,156,AT_6,-30000,-30000,-31159,61777,6
2009,AT,158,AT_82,0,0,-2743,14625,82
2010,AT,158,AT_82,0,0,-4411,10214,82
2011,AT,158,AT_82,0,0,-5046,5168,82
2012,AT,158,AT_82,15643,15643,-5168,0,82
2013,AT,158,AT_82,767,767,30373,30373,82
2014,AT,158,AT_82,0,0,2490,32863,82
2015,AT,158,AT_82,0,0,1356,34219,82
2016,AT,158,AT_82,0,0,-26,34193,82
2017,AT,158,AT_82,0,0,-216,33977,82
2009,AT,159,AT_71,-90000,-90000,-40674,29166,71
2010,AT,159,AT_71,-5000,-5000,40626,69792,71
2011,AT,159,AT_71,0,0,47744,117536,71
2009,AT,160,AT_38,0,0,21864,173393,38
2010,AT,160,AT_38,0,0,12423,185816,38
2011,AT,160,AT_38,-435,-435,36212,222028,38
2012,AT,160,AT_38,75930,75930,-17022,205006,38
2013,AT,160,AT_38,-1746,-1746,57057,262063,38
2014,AT,160,AT_38,0,0,-16449,245614,38
2015,AT,160,AT_38,-207,-207,-26372,219242,38
2016,AT,160,AT_38,-2,-2,-22759,196483,38
2017,AT,160,AT_38,-148,-148,-10214,186269,38
2009,AT,161,AT_72,-108760,-120000,-85046,60282,72
2010,AT,161,AT_72,10000,0,1143,61425,72
2011,AT,161,AT_72,10000,0,-8186,53239,72
2012,AT,161,AT_72,86323,-17129,-53239,0,72
2013,AT,161,AT_72,0,0,117183,117183,72
2014,AT,161,AT_72,7560,0,-21437,95746,72
2015,AT,161,AT_72,0,0,-20991,74755,72
2016,AT,161,AT_72,0,0,-33390,41365,72
2017,AT,161,AT_72,10000,0,-34966,6399,72
2009,AT,161,AT_73,5826,0,23562,124248,73
2010,AT,161,AT_73,0,0,10580,134828,73
2011,AT,161,AT_73,0,0,12576,147404,73
2012,AT,161,AT_73,-53015,0,-125009,22395,73
2013,AT,161,AT_73,0,0,67667,90062,73
2014,AT,161,AT_73,4191,0,348,90410,73
2015,AT,161,AT_73,0,0,-4536,85874,73
2016,AT,161,AT_73,0,0,-5386,80488,73
2017,AT,161,AT_73,0,0,-8251,72237,73
2009,AT,161,AT_74,1487,0,8274,35451,74
2010,AT,161,AT_74,0,0,1764,37215,74
2011,AT,161,AT_74,0,0,494,37709,74
2012,AT,161,AT_74,-14881,0,-37709,0,74
2013,AT,161,AT_74,0,0,20470,20470,74
2014,AT,161,AT_74,1183,0,5666,26136,74
2015,AT,161,AT_74,0,0,-308,25828,74
2016,AT,161,AT_74,0,0,4477,30305,74
2017,AT,161,AT_74,0,0,850,31155,74
2009,AT,161,AT_75,914,0,6543,24396,75
2010,AT,161,AT_75,0,0,1897,26293,75
2011,AT,161,AT_75,0,0,2787,29080,75
2012,AT,161,AT_75,-18995,0,-29080,0,75
2013,AT,161,AT_75,0,0,19961,19961,75
2014,AT,161,AT_75,802,0,2964,22925,75
2015,AT,161,AT_75,0,0,4196,27121,75
2016,AT,161,AT_75,0,0,4250,31371,75
2017,AT,161,AT_75,0,0,1866,33237,75
2009,AT,161,AT_77,-29467,-10000,9447,225646,77
2010,AT,161,AT_77,50000,60000,24809,250455,77
2011,AT,161,AT_77,40000,50000,-18904,231551,77
2012,AT,161,AT_77,29501,46062,-229190,2361,77
2013,AT,161,AT_77,0,0,217040,219401,77
2014,AT,161,AT_77,14411,28147,-6174,213227,77
2015,AT,161,AT_77,-5475,-5475,5086,218313,77
2016,AT,161,AT_77,0,0,-7674,210639,77
2017,AT,161,AT_77,0,10000,-42946,167693,77
2009,AT,162,AT_89,0,0,1318,9974,89
2010,AT,162,AT_89,-7000,-7000,-2927,7047,89
2011,AT,162,AT_89,0,0,4991,12038,89
2012,AT,162,AT_89,-1327,-1327,-3335,8703,89
2013,AT,162,AT_89,0,0,24466,33169,89
2014,AT,162,AT_89,0,0,6901,40070,89
2015,AT,162,AT_89,-20000,-20000,-11174,28896,89
2016,AT,162,AT_89,0,0,7501,36397,89
2017,AT,162,AT_89,0,0,5649,42046,89
2009,AT,163,AT_39,0,0,198,1443,39
2010,AT,163,AT_39,0,0,288,1731,39
2011,AT,163,AT_39,435,435,-1731,0,39
2012,AT,163,AT_39,2046,2046,350,350,39
2013,AT,163,AT_39,0,0,357,707,39
2014,AT,163,AT_39,0,0,-580,127,39
2015,AT,163,AT_39,207,207,-127,0,39
2016,AT,163,AT_39,2,2,145,145,39
